time,fps,food,herbivores,predators,ratio,pMeanSize,pMeanSpeed,pMeanAgility,pMeanPerception,hMeanSize,hMeanSpeed,hMeanAgility,hMeanPerception
1,60.024,1145,499,20,24.95,1.079,2.691,1.164,97.149,1.103,2.761,1.122,84.022
2,60.024,1218,497,19,26.158,1.102,2.762,1.15,95.089,1.105,2.765,1.123,83.814
3.02,60.024,1317,493,18,27.389,1.128,2.814,1.146,93.912,1.108,2.771,1.124,83.554
4.02,60.024,1392,486,17,28.588,1.159,2.827,1.13,96.173,1.114,2.785,1.126,83.621
5.02,60.024,1449,517,17,30.412,1.159,2.827,1.13,96.173,1.122,2.807,1.125,83.015
6.03,60.024,1519,536,17,31.529,1.22,2.815,1.167,93.467,1.125,2.811,1.125,82.934
7.04,60.024,1565,556,16,34.75,1.237,2.77,1.172,91.141,1.129,2.828,1.127,82.996
8.05,60.024,1591,575,16,35.938,1.237,2.77,1.172,91.141,1.141,2.838,1.127,83.094
9.05,60.024,1616,600,15,40,1.25,2.782,1.162,89.848,1.145,2.852,1.127,82.85
10.07,60.024,1612,612,13,47.077,1.288,2.884,1.15,88.088,1.149,2.85,1.128,82.906
11.07,60.024,1607,634,12,52.833,1.321,2.889,1.183,84.544,1.147,2.861,1.128,83.272
12.09,59.952,1584,648,11,58.909,1.351,2.956,1.21,85.446,1.15,2.872,1.131,82.778
13.1,59.952,1563,665,11,60.455,1.351,2.956,1.21,85.446,1.154,2.886,1.131,83.187
14.12,60.024,1539,680,11,61.818,1.351,2.956,1.21,85.446,1.157,2.889,1.127,83.075
15.12,59.952,1515,701,11,63.727,1.351,2.956,1.21,85.446,1.158,2.904,1.129,82.562
16.14,60.024,1460,723,12,60.25,1.361,3.017,1.238,88.896,1.161,2.927,1.13,82.011
17.14,60.024,1418,740,12,61.667,1.361,3.017,1.238,88.896,1.166,2.926,1.132,81.66
18.14,59.952,1367,757,12,63.083,1.361,3.017,1.238,88.896,1.171,2.938,1.134,81.759
19.15,60.024,1312,777,11,70.636,1.362,3.097,1.233,91.426,1.173,2.963,1.134,81.618
20.17,60.024,1289,792,10,79.2,1.394,3.181,1.26,92.177,1.174,2.963,1.136,81.52
21.17,60.024,1275,810,10,81,1.394,3.181,1.26,92.177,1.176,2.982,1.135,81.221
22.18,60.024,1225,826,12,68.833,1.371,3.211,1.267,86.191,1.178,2.979,1.135,80.85
23.18,60.024,1211,834,12,69.5,1.371,3.211,1.267,86.191,1.185,2.991,1.134,80.835
24.19,60.024,1160,848,12,70.667,1.371,3.211,1.267,86.191,1.186,3.002,1.135,80.468
25.2,60.024,1144,879,13,67.615,1.374,3.127,1.281,82.449,1.192,3.01,1.138,80.472
26.22,59.952,1104,900,14,64.286,1.38,3.167,1.3,85.62,1.196,3.024,1.137,80.171
27.23,59.952,1052,913,14,65.214,1.38,3.167,1.3,85.62,1.197,3.028,1.139,80.069
28.24,59.952,1011,936,13,72,1.391,3.089,1.353,84.856,1.201,3.033,1.139,80.132
29.25,59.952,972,950,13,73.077,1.391,3.089,1.353,84.856,1.199,3.046,1.14,80.051
30.25,59.952,897,975,12,81.25,1.409,3.025,1.354,85.721,1.201,3.06,1.141,80.238
31.26,59.952,872,993,12,82.75,1.409,3.025,1.354,85.721,1.203,3.06,1.142,79.821
32.27,59.952,827,1012,12,84.333,1.409,3.025,1.354,85.721,1.202,3.073,1.145,79.693
33.27,59.952,796,1029,13,79.154,1.414,2.988,1.345,88.097,1.205,3.08,1.146,79.815
34.28,59.952,736,1058,13,81.385,1.414,2.988,1.345,88.097,1.209,3.089,1.146,79.699
35.29,59.952,749,1073,13,82.538,1.414,2.988,1.345,88.097,1.211,3.093,1.149,79.551
36.3,60.024,690,1100,12,91.667,1.42,3.059,1.349,90.35,1.211,3.097,1.151,79.451
37.32,60.024,664,1103,12,91.917,1.42,3.059,1.349,90.35,1.215,3.106,1.156,79.631
38.34,60.024,637,1115,11,101.364,1.428,3.076,1.357,95.106,1.217,3.118,1.16,79.558
39.35,60.024,614,1136,11,103.273,1.428,3.076,1.357,95.106,1.218,3.129,1.162,79.456
40.35,60.024,589,1141,14,81.5,1.437,3.048,1.355,94.832,1.223,3.14,1.161,79.524
41.37,60.024,554,1159,14,82.786,1.438,3.116,1.307,100.575,1.225,3.146,1.165,79.687
42.37,60.024,545,1171,14,83.643,1.438,3.116,1.307,100.575,1.226,3.156,1.168,79.682
43.38,60.024,551,1193,14,85.214,1.438,3.116,1.307,100.575,1.227,3.157,1.169,79.755
44.4,59.952,554,1215,14,86.786,1.438,3.116,1.307,100.575,1.229,3.168,1.17,80.326
45.4,59.952,541,1230,15,82,1.446,3.049,1.316,96.374,1.232,3.167,1.173,80.311
46.4,60.024,528,1238,14,88.429,1.444,3.086,1.323,94.928,1.235,3.177,1.176,80.186
47.41,60.024,525,1259,14,89.929,1.444,3.086,1.323,94.928,1.236,3.181,1.178,80.477
48.42,60.024,507,1269,14,90.643,1.444,3.086,1.323,94.928,1.237,3.186,1.18,80.784
49.42,60.024,499,1270,12,105.833,1.444,3.037,1.349,90.35,1.239,3.184,1.183,80.565
50.43,59.952,502,1273,13,97.923,1.445,3.059,1.364,93.157,1.24,3.202,1.187,80.469
51.44,60.024,499,1284,13,98.769,1.445,3.059,1.364,93.157,1.241,3.21,1.186,80.28
52.45,59.952,480,1295,13,99.615,1.445,3.059,1.364,93.157,1.24,3.218,1.188,80.189
53.45,59.952,498,1291,11,117.364,1.472,2.986,1.42,92.601,1.241,3.226,1.189,80.065
54.47,59.952,454,1305,12,108.75,1.472,3.045,1.43,95.455,1.244,3.222,1.191,80.069
55.48,60.024,477,1310,13,100.769,1.471,3.094,1.439,96.894,1.245,3.228,1.192,80.149
56.49,59.952,477,1293,13,99.462,1.471,3.094,1.439,96.894,1.245,3.237,1.195,80.255
57.49,59.952,461,1297,14,92.643,1.48,3.078,1.435,92.69,1.244,3.248,1.197,80.113
58.5,60.024,473,1295,15,86.333,1.476,3.014,1.437,89.014,1.245,3.255,1.202,80.163
59.51,60.024,474,1307,15,87.133,1.476,3.014,1.437,89.014,1.246,3.258,1.203,80.468
60.52,59.952,452,1325,15,88.333,1.476,3.014,1.437,89.014,1.245,3.263,1.204,80.55
61.52,59.952,443,1326,16,82.875,1.475,3.056,1.443,91.378,1.246,3.268,1.205,80.813
62.52,30.012,454,1333,16,83.313,1.475,3.056,1.443,91.378,1.247,3.273,1.206,81.155
63.53,30.012,458,1338,16,83.625,1.475,3.056,1.443,91.378,1.245,3.276,1.209,81.34
64.55,60.024,448,1331,16,83.188,1.475,3.056,1.443,91.378,1.247,3.283,1.212,81.358
65.56,59.952,453,1337,16,83.563,1.475,3.056,1.443,91.378,1.248,3.287,1.214,81.37
66.56,29.994,445,1334,16,83.375,1.475,3.056,1.443,91.378,1.248,3.299,1.216,81.63
67.58,29.994,437,1323,18,73.5,1.474,3.105,1.454,95.319,1.25,3.306,1.22,81.814
68.59,60.024,435,1312,21,62.476,1.473,3.149,1.454,95.593,1.252,3.31,1.223,81.852
69.59,60.024,458,1305,22,59.318,1.479,3.137,1.451,92.977,1.253,3.315,1.222,82.082
70.61,60.024,463,1298,22,59,1.479,3.137,1.451,92.977,1.254,3.33,1.224,82.126
71.62,60.024,438,1288,22,58.545,1.479,3.137,1.451,92.977,1.256,3.332,1.226,82.124
72.62,60.024,438,1287,22,58.5,1.479,3.137,1.451,92.977,1.255,3.342,1.229,82.092
73.63,30.012,421,1276,23,55.478,1.479,3.16,1.455,94.449,1.256,3.348,1.234,82.318
74.63,60.024,427,1265,23,55,1.479,3.16,1.455,94.449,1.257,3.347,1.235,82.68
75.65,59.952,463,1260,24,52.5,1.478,3.182,1.459,95.271,1.257,3.354,1.238,82.8
76.66,60.024,450,1263,25,50.52,1.478,3.156,1.45,96.124,1.257,3.359,1.239,83.175
77.68,60.024,453,1257,26,48.346,1.477,3.177,1.453,96.818,1.258,3.36,1.241,83.243
78.69,60.024,451,1236,29,42.621,1.476,3.201,1.448,96.731,1.258,3.365,1.24,83.442
79.7,60.024,450,1221,29,42.103,1.476,3.201,1.448,96.731,1.258,3.371,1.241,83.48
80.71,60.024,459,1219,31,39.323,1.474,3.177,1.451,95.793,1.26,3.374,1.245,83.673
81.72,60.024,466,1222,31,39.419,1.474,3.177,1.451,95.793,1.257,3.382,1.249,83.859
82.73,60.024,442,1221,31,39.387,1.474,3.177,1.451,95.793,1.257,3.389,1.251,84.405
83.75,60.024,426,1220,32,38.125,1.474,3.193,1.454,96.763,1.257,3.397,1.253,84.797
84.76,29.994,454,1221,33,37,1.473,3.219,1.457,97.29,1.257,3.403,1.255,85.018
85.77,30.012,460,1219,35,34.829,1.477,3.202,1.453,98.687,1.255,3.409,1.258,85.146
86.79,29.994,472,1224,36,34,1.477,3.205,1.455,99.469,1.256,3.414,1.26,85.281
87.8,30.012,456,1230,37,33.243,1.476,3.218,1.453,100.209,1.255,3.423,1.261,85.217
88.81,59.952,463,1220,37,32.973,1.476,3.218,1.453,100.209,1.255,3.426,1.261,85.449
89.82,60.024,473,1228,38,32.316,1.476,3.231,1.456,100.576,1.252,3.437,1.264,85.695
90.83,60.024,472,1218,38,32.053,1.476,3.231,1.456,100.576,1.252,3.442,1.266,85.867
91.85,60.024,494,1208,39,30.974,1.472,3.252,1.458,101.249,1.252,3.444,1.27,85.932
92.86,60.024,478,1208,40,30.2,1.472,3.253,1.46,101.889,1.254,3.449,1.271,86.219
93.87,60.024,477,1198,41,29.22,1.472,3.244,1.455,100.332,1.253,3.458,1.273,86.292
94.88,60.024,485,1190,43,27.674,1.474,3.228,1.457,99.193,1.253,3.46,1.274,86.409
95.89,60.024,483,1179,43,27.419,1.474,3.228,1.457,99.193,1.253,3.473,1.276,86.506
96.9,60.024,465,1182,45,26.267,1.476,3.267,1.467,102.198,1.255,3.478,1.278,86.547
97.92,59.952,477,1183,48,24.646,1.474,3.26,1.467,101.879,1.255,3.479,1.278,86.859
98.94,59.952,474,1190,49,24.286,1.474,3.276,1.469,100.784,1.253,3.483,1.281,86.715
99.95,60.024,455,1179,50,23.58,1.474,3.277,1.471,101.306,1.254,3.485,1.283,86.834
100.97,60.024,487,1170,50,23.4,1.474,3.277,1.471,101.306,1.253,3.493,1.287,86.943
101.98,60.024,501,1166,52,22.423,1.477,3.28,1.466,102.1,1.251,3.497,1.292,86.878
102.98,60.024,494,1153,53,21.755,1.477,3.281,1.468,102.567,1.255,3.501,1.294,87.076
103.98,60.024,529,1149,54,21.278,1.477,3.289,1.469,102.782,1.25,3.511,1.297,87.178
104.98,60.024,522,1147,58,19.776,1.476,3.275,1.468,101.152,1.251,3.518,1.3,87.096
105.98,60.024,508,1146,59,19.424,1.475,3.282,1.469,101.587,1.25,3.531,1.301,87.253
107.01,29.994,508,1143,62,18.435,1.477,3.29,1.47,102.809,1.249,3.542,1.302,87.52
108.03,60.024,493,1147,62,18.5,1.477,3.29,1.47,102.809,1.248,3.551,1.302,87.861
109.04,60.024,503,1148,63,18.222,1.477,3.289,1.465,101.781,1.249,3.555,1.303,88.012
110.05,59.952,487,1138,65,17.508,1.477,3.284,1.462,102.2,1.248,3.562,1.305,88.215
111.05,60.024,498,1119,68,16.456,1.476,3.266,1.458,100.668,1.25,3.563,1.306,88.324
112.05,60.024,488,1101,69,15.957,1.476,3.273,1.463,100.863,1.251,3.572,1.307,88.441
113.07,60.024,492,1094,69,15.855,1.476,3.273,1.463,100.863,1.25,3.58,1.31,88.25
114.09,59.952,487,1081,66,16.379,1.476,3.254,1.459,99.683,1.251,3.581,1.311,88.34
115.09,59.952,517,1078,69,15.623,1.479,3.261,1.46,99.209,1.251,3.584,1.313,88.339
116.09,60.024,538,1074,70,15.343,1.479,3.272,1.461,99.422,1.25,3.596,1.315,88.445
117.1,29.994,543,1064,72,14.778,1.479,3.272,1.458,98.951,1.25,3.607,1.319,88.803
118.11,59.952,571,1053,74,14.23,1.479,3.23,1.454,96.091,1.251,3.606,1.323,88.643
119.11,59.952,566,1051,75,14.013,1.482,3.257,1.456,97.523,1.25,3.609,1.326,88.578
120.12,29.994,550,1036,74,14,1.484,3.251,1.455,96.955,1.252,3.613,1.328,88.907
121.13,59.952,538,1024,76,13.474,1.485,3.252,1.453,96.573,1.251,3.626,1.331,88.982
122.14,60.024,540,1019,76,13.408,1.483,3.236,1.452,95.248,1.25,3.637,1.332,89.456
123.15,60.024,531,1018,77,13.221,1.482,3.242,1.453,95.658,1.248,3.644,1.334,89.635
124.15,60.024,558,1021,78,13.09,1.482,3.243,1.453,96.058,1.245,3.653,1.337,89.54
125.16,60.024,559,1011,80,12.637,1.483,3.229,1.447,95.59,1.246,3.663,1.338,89.77
126.16,60.024,567,1019,82,12.427,1.483,3.217,1.443,94.186,1.245,3.676,1.34,90.046
127.18,60.024,559,1014,83,12.217,1.483,3.213,1.439,93.357,1.243,3.682,1.342,90.258
128.19,29.994,562,1010,85,11.882,1.482,3.196,1.436,92.094,1.242,3.692,1.342,90.385
129.2,60.024,563,1010,87,11.609,1.483,3.183,1.435,90.992,1.243,3.699,1.343,90.545
130.22,29.994,560,1002,87,11.517,1.483,3.183,1.434,90.992,1.241,3.703,1.346,90.749
131.22,59.952,581,997,87,11.46,1.483,3.174,1.43,90.248,1.24,3.717,1.349,90.725
132.22,60.024,585,991,86,11.523,1.482,3.177,1.431,90.707,1.239,3.722,1.355,90.699
133.22,30.012,567,992,86,11.535,1.483,3.153,1.43,90.588,1.239,3.73,1.357,90.673
134.25,15.002,584,998,88,11.341,1.483,3.152,1.427,90.547,1.239,3.735,1.358,90.684
135.25,60.024,561,1004,89,11.281,1.488,3.15,1.429,90.813,1.24,3.748,1.36,90.963
136.27,60.024,565,1010,91,11.099,1.487,3.131,1.428,89.829,1.24,3.756,1.362,91.285
137.3,60.024,575,1007,92,10.946,1.486,3.141,1.431,88.661,1.238,3.761,1.364,91.154
138.32,60.024,576,1009,93,10.849,1.485,3.147,1.432,89.071,1.236,3.767,1.367,91.362
139.33,59.952,589,1008,94,10.723,1.484,3.152,1.433,89.473,1.234,3.769,1.368,91.346
140.34,29.994,594,1001,95,10.537,1.483,3.158,1.433,89.866,1.235,3.773,1.368,91.499
141.34,60.024,602,1006,96,10.479,1.483,3.147,1.434,89.454,1.234,3.774,1.37,91.469
142.35,59.952,598,1017,98,10.378,1.483,3.122,1.43,88.295,1.233,3.779,1.372,91.342
143.38,59.952,613,1008,100,10.08,1.482,3.129,1.432,88.939,1.233,3.781,1.373,91.32
144.38,60.024,605,1003,102,9.833,1.483,3.14,1.436,89.682,1.232,3.783,1.376,90.985
145.4,30.012,585,998,105,9.505,1.483,3.148,1.437,89.657,1.229,3.794,1.377,91.141
146.42,60.024,587,996,106,9.396,1.483,3.164,1.439,90.104,1.23,3.787,1.378,91.2
147.43,60.024,610,981,109,9,1.482,3.171,1.438,90.417,1.23,3.791,1.378,91.119
148.43,60.024,636,969,109,8.89,1.482,3.16,1.437,89.521,1.232,3.799,1.381,91.194
149.44,30.012,639,974,111,8.775,1.481,3.169,1.439,90.079,1.234,3.803,1.382,91.115
150.45,60.024,639,976,110,8.873,1.481,3.172,1.44,90.552,1.233,3.81,1.385,91.159
151.46,59.952,644,965,114,8.465,1.48,3.179,1.443,91.042,1.233,3.816,1.387,91.13
152.47,60.024,625,961,115,8.357,1.478,3.183,1.443,91.353,1.235,3.818,1.387,91.222
153.49,59.952,638,951,114,8.342,1.476,3.188,1.442,90.931,1.234,3.829,1.388,91.337
154.51,29.994,659,952,117,8.137,1.474,3.178,1.442,90.438,1.234,3.834,1.39,91.443
155.52,30.012,662,950,117,8.12,1.474,3.165,1.439,90.242,1.236,3.836,1.391,91.912
156.53,60.024,645,943,120,7.858,1.475,3.156,1.438,89.599,1.233,3.843,1.393,92.073
157.53,60.024,670,943,121,7.793,1.475,3.16,1.438,89.907,1.233,3.852,1.393,92.116
158.54,29.994,675,937,121,7.744,1.476,3.156,1.437,89.173,1.231,3.856,1.395,92.251
159.54,60.024,676,935,123,7.602,1.474,3.174,1.439,90.511,1.232,3.856,1.395,92.318
160.56,30.012,658,922,127,7.26,1.473,3.161,1.437,90.113,1.234,3.857,1.399,92.114
161.57,60.024,673,922,129,7.147,1.474,3.145,1.434,88.741,1.233,3.86,1.401,92.133
162.59,59.952,662,917,133,6.895,1.474,3.142,1.431,87.913,1.233,3.867,1.4,92.318
163.6,60.024,678,915,134,6.828,1.475,3.136,1.43,86.878,1.235,3.877,1.403,92.385
164.62,59.952,700,905,133,6.805,1.475,3.132,1.429,86.577,1.235,3.883,1.408,92.422
165.63,60.024,655,910,133,6.842,1.474,3.144,1.428,86.962,1.236,3.882,1.409,92.09
166.65,60.024,671,910,134,6.791,1.473,3.142,1.426,86.408,1.234,3.886,1.411,92.022
167.66,60.024,701,907,132,6.871,1.47,3.144,1.423,85.229,1.234,3.893,1.414,92.083
168.66,60.024,703,910,132,6.894,1.471,3.141,1.421,84.556,1.233,3.897,1.416,92.392
169.67,30.012,722,916,132,6.939,1.471,3.141,1.421,84.556,1.233,3.9,1.417,92.611
170.68,60.024,732,914,134,6.821,1.471,3.14,1.419,84.553,1.234,3.905,1.419,92.869
171.69,30.012,729,923,135,6.837,1.471,3.142,1.423,85.345,1.231,3.909,1.421,92.891
172.7,60.024,720,916,132,6.939,1.47,3.148,1.423,85.249,1.23,3.909,1.422,93.024
173.7,60.024,753,919,131,7.015,1.472,3.133,1.421,84.447,1.229,3.91,1.424,92.954
174.71,60.024,752,927,128,7.242,1.472,3.139,1.423,83.841,1.228,3.909,1.426,92.824
175.73,60.024,760,940,129,7.287,1.473,3.143,1.425,84.066,1.227,3.914,1.427,92.835
176.75,60.024,762,936,129,7.256,1.473,3.143,1.425,84.066,1.226,3.911,1.426,92.533
177.76,60.024,763,929,124,7.492,1.472,3.122,1.424,82.341,1.226,3.915,1.428,92.949
178.78,59.952,749,920,123,7.48,1.472,3.124,1.422,82.087,1.224,3.921,1.431,93.083
179.78,59.952,739,923,123,7.504,1.468,3.134,1.422,83.245,1.224,3.927,1.431,93.188
180.79,59.952,726,931,123,7.569,1.469,3.137,1.421,83.249,1.221,3.933,1.433,93.048
181.81,60.024,735,937,125,7.496,1.47,3.137,1.424,84.048,1.224,3.934,1.432,92.839
182.82,59.952,740,938,123,7.626,1.47,3.14,1.423,84.088,1.224,3.937,1.433,92.868
183.83,60.024,738,936,121,7.736,1.468,3.144,1.425,84.004,1.224,3.938,1.435,92.948
184.85,60.024,717,942,117,8.051,1.469,3.155,1.43,85.548,1.224,3.942,1.436,92.793
185.86,60.024,725,945,117,8.077,1.469,3.155,1.43,85.548,1.225,3.946,1.438,92.875
186.87,60.024,710,954,118,8.085,1.47,3.158,1.428,84.966,1.226,3.944,1.438,92.938
187.88,30.012,710,953,118,8.076,1.47,3.158,1.429,84.966,1.227,3.947,1.438,93.101
188.89,30.012,689,954,116,8.224,1.471,3.156,1.429,85.119,1.227,3.952,1.44,93.189
189.89,30.012,678,944,114,8.281,1.472,3.168,1.431,85.949,1.225,3.953,1.441,92.956
190.9,60.024,683,954,113,8.442,1.474,3.171,1.432,86.486,1.225,3.953,1.439,92.855
191.91,60.024,674,953,112,8.509,1.474,3.184,1.437,88.391,1.223,3.958,1.441,92.867
192.92,29.994,675,953,116,8.216,1.473,3.187,1.436,88.218,1.222,3.961,1.443,93.043
193.94,60.024,663,953,117,8.145,1.471,3.192,1.436,88.538,1.223,3.965,1.443,93.165
194.95,59.952,655,957,116,8.25,1.472,3.186,1.438,88.171,1.224,3.965,1.443,93.143
195.98,60.024,656,958,117,8.188,1.473,3.191,1.442,89.26,1.224,3.967,1.445,93.274
196.99,60.024,671,956,119,8.034,1.475,3.191,1.444,89.227,1.223,3.964,1.446,93.092
198.01,60.024,671,953,120,7.942,1.474,3.201,1.439,89.545,1.223,3.968,1.447,93.193
199.01,60.024,671,948,121,7.835,1.474,3.2,1.436,89.151,1.225,3.968,1.447,92.931
200.03,30.012,691,946,121,7.818,1.473,3.207,1.438,89.78,1.226,3.971,1.446,93.029
201.03,29.994,649,950,119,7.983,1.474,3.196,1.438,89.711,1.228,3.976,1.447,92.971
202.04,59.952,649,950,121,7.851,1.475,3.201,1.44,90.115,1.227,3.982,1.449,93.308
203.05,60.024,674,944,120,7.867,1.474,3.203,1.44,89.809,1.229,3.983,1.449,92.984
204.06,60.024,689,939,118,7.958,1.473,3.202,1.439,90.041,1.228,3.983,1.451,92.762
205.08,60.024,667,942,118,7.983,1.473,3.198,1.437,89.288,1.23,3.983,1.451,92.735
206.1,60.024,633,945,121,7.81,1.472,3.189,1.434,88.667,1.229,3.991,1.453,92.516
207.1,60.024,642,948,124,7.645,1.472,3.185,1.436,89.693,1.227,3.993,1.454,92.923
208.11,60.024,632,949,123,7.715,1.471,3.193,1.434,89.333,1.227,3.995,1.456,92.905
209.14,60.024,653,948,120,7.9,1.471,3.181,1.429,88.712,1.227,3.998,1.457,92.786
210.15,29.994,636,952,120,7.933,1.469,3.181,1.428,88.744,1.227,3.999,1.458,92.955
211.16,59.952,623,949,118,8.042,1.47,3.182,1.426,88.994,1.226,4.004,1.459,93.013
212.16,60.024,589,947,116,8.164,1.464,3.174,1.423,88.342,1.226,4.007,1.46,93.214
213.17,60.024,575,943,116,8.129,1.463,3.156,1.416,86.184,1.226,4.013,1.461,93.535
214.19,29.994,583,954,117,8.154,1.467,3.151,1.416,85.772,1.224,4.013,1.463,93.351
215.21,60.024,588,964,119,8.101,1.469,3.151,1.416,85.578,1.225,4.01,1.462,93.13
216.21,60.024,583,966,117,8.256,1.468,3.142,1.413,84.872,1.226,4.012,1.463,92.957
217.22,59.952,586,967,116,8.336,1.468,3.136,1.41,83.745,1.225,4.017,1.463,92.849
218.23,60.024,595,966,114,8.474,1.47,3.119,1.401,81.353,1.223,4.019,1.464,93.232
219.23,59.952,605,971,115,8.443,1.469,3.124,1.404,81.638,1.224,4.02,1.464,93.248
220.23,59.952,617,969,116,8.353,1.471,3.126,1.406,81.809,1.223,4.02,1.466,92.978
221.25,60.024,631,950,122,7.787,1.468,3.104,1.398,80.91,1.223,4.02,1.466,93.126
222.25,59.952,616,934,123,7.593,1.468,3.103,1.396,80.562,1.225,4.02,1.467,93.278
223.26,60.024,614,938,122,7.689,1.468,3.09,1.39,78.83,1.224,4.026,1.467,93.453
224.28,60.024,643,939,123,7.634,1.467,3.091,1.388,78.53,1.226,4.025,1.466,93.409
225.31,60.024,634,943,122,7.73,1.466,3.086,1.389,78.103,1.226,4.022,1.466,93.298
226.31,59.952,607,943,123,7.667,1.468,3.106,1.396,79.067,1.226,4.027,1.467,93.55
227.34,29.994,614,946,124,7.629,1.469,3.108,1.398,79.953,1.225,4.031,1.467,93.556
228.35,60.024,639,956,127,7.528,1.47,3.116,1.401,80.961,1.225,4.033,1.467,93.497
229.35,30.012,642,956,129,7.411,1.471,3.112,1.4,80.236,1.226,4.034,1.469,93.808
230.35,30.012,632,945,131,7.214,1.469,3.12,1.402,80.813,1.224,4.043,1.47,93.916
231.36,60.024,648,942,131,7.191,1.468,3.117,1.399,80.164,1.226,4.042,1.47,93.895
232.38,60.024,629,943,134,7.037,1.467,3.111,1.401,79.88,1.226,4.039,1.47,93.883
233.39,60.024,624,927,141,6.574,1.471,3.118,1.405,81.419,1.225,4.034,1.471,93.614
234.4,30.012,650,924,139,6.647,1.471,3.127,1.409,82.619,1.222,4.039,1.471,93.388
235.41,60.024,645,927,140,6.621,1.471,3.124,1.406,81.784,1.22,4.041,1.472,93.167
236.41,60.024,655,916,133,6.887,1.474,3.114,1.409,81.249,1.221,4.045,1.472,93.134
237.45,20,678,920,132,6.97,1.476,3.121,1.408,81.503,1.221,4.045,1.475,93.282
238.47,30.012,675,923,131,7.046,1.478,3.11,1.405,80.586,1.222,4.047,1.476,93.386
239.47,59.952,670,923,130,7.1,1.478,3.122,1.411,81.43,1.224,4.047,1.477,93.59
240.48,60.024,651,920,130,7.077,1.482,3.117,1.415,81.505,1.223,4.048,1.479,93.523
241.49,60.024,669,912,130,7.015,1.481,3.104,1.408,79.661,1.222,4.048,1.478,93.553
242.5,29.994,659,907,129,7.031,1.48,3.099,1.407,79.364,1.22,4.051,1.479,93.801
243.52,60.024,632,908,128,7.094,1.481,3.104,1.406,79.79,1.22,4.058,1.481,93.843
244.54,60.024,631,913,129,7.078,1.479,3.118,1.408,80.866,1.22,4.058,1.481,93.671
245.55,30.012,657,917,130,7.054,1.48,3.097,1.402,80.664,1.22,4.064,1.482,93.836
246.55,60.024,648,920,133,6.917,1.48,3.099,1.403,80.94,1.218,4.064,1.483,93.749
247.55,60.024,643,910,131,6.947,1.482,3.091,1.405,81.227,1.221,4.066,1.483,93.914
248.56,60.024,636,910,131,6.947,1.481,3.075,1.404,79.896,1.219,4.062,1.484,93.768
249.58,59.952,681,910,129,7.054,1.482,3.072,1.406,80.014,1.221,4.065,1.484,93.924
250.59,59.952,695,895,130,6.885,1.481,3.08,1.408,80.872,1.221,4.064,1.485,93.942
251.61,60.024,685,899,129,6.969,1.48,3.08,1.408,81.204,1.222,4.063,1.485,93.758
252.63,60.024,697,903,129,7,1.479,3.074,1.41,81.794,1.221,4.064,1.486,93.693
253.63,60.024,669,898,133,6.752,1.476,3.084,1.412,82.195,1.223,4.062,1.486,93.809
254.64,60.024,679,897,128,7.008,1.477,3.073,1.41,82.136,1.223,4.06,1.485,93.678
255.65,60.024,666,893,128,6.977,1.477,3.039,1.408,80.245,1.222,4.056,1.486,93.494
256.66,60.024,663,904,123,7.35,1.478,3.048,1.412,81.139,1.222,4.06,1.487,93.456
257.67,60.024,677,900,125,7.2,1.478,3.049,1.412,81.13,1.22,4.063,1.486,93.487
258.68,60.024,681,903,125,7.224,1.48,3.043,1.413,81.13,1.22,4.063,1.486,93.053
