time,fps,food,herbivores,predators,ratio,pMeanSize,pMeanSpeed,pMeanAgility,pMeanPerception,hMeanSize,hMeanSpeed,hMeanAgility,hMeanPerception
779.42,60.024,705,776,110,7.055,1.536,3.324,1.522,109.458,1.298,4.369,1.563,99.878
780.44,30.012,693,775,113,6.858,1.538,3.323,1.523,109.876,1.299,4.368,1.564,99.926
781.44,30.012,664,779,111,7.018,1.537,3.323,1.52,109.075,1.3,4.365,1.564,99.919
782.46,60.024,705,782,111,7.045,1.537,3.323,1.52,109.075,1.299,4.367,1.564,99.816
783.48,29.994,704,791,108,7.324,1.533,3.322,1.519,108.945,1.298,4.368,1.564,99.889
784.49,59.952,704,783,110,7.118,1.532,3.299,1.522,108.092,1.3,4.37,1.565,100.017
785.49,60.024,735,771,110,7.009,1.532,3.302,1.52,108.092,1.301,4.368,1.565,100.168
786.49,60.024,733,772,109,7.083,1.533,3.293,1.516,107.418,1.301,4.369,1.565,99.855
787.5,59.952,759,769,108,7.12,1.533,3.284,1.516,107.261,1.301,4.369,1.564,99.915
788.5,60.024,754,763,110,6.936,1.534,3.287,1.517,107.583,1.301,4.37,1.564,99.88
789.52,59.952,739,773,112,6.902,1.533,3.285,1.518,107.477,1.301,4.371,1.564,99.915
790.52,60.024,741,779,112,6.955,1.533,3.282,1.52,107.274,1.301,4.37,1.564,100.019
791.55,29.994,720,780,107,7.29,1.532,3.283,1.527,106.479,1.302,4.372,1.566,100.248
792.57,60.024,716,786,108,7.278,1.53,3.281,1.529,106.435,1.302,4.375,1.566,100.291
793.57,30.012,711,791,106,7.462,1.528,3.28,1.529,106.182,1.302,4.374,1.567,100.269
794.59,60.024,687,787,109,7.22,1.526,3.285,1.528,106.18,1.301,4.373,1.566,100.296
795.6,60.024,719,785,113,6.947,1.531,3.29,1.529,106.665,1.3,4.373,1.566,100.28
796.61,60.024,719,786,111,7.081,1.534,3.286,1.53,106.324,1.3,4.372,1.565,100.233
797.63,60.024,723,800,111,7.207,1.534,3.28,1.529,106.21,1.301,4.375,1.565,100.079
798.65,29.994,742,801,111,7.216,1.536,3.28,1.531,106.415,1.303,4.375,1.565,100.152
799.65,59.952,713,793,114,6.956,1.536,3.274,1.529,106.84,1.302,4.372,1.565,100.211
800.67,60.024,689,800,112,7.143,1.539,3.269,1.527,106.215,1.303,4.372,1.566,100.296
801.68,60.024,697,797,110,7.245,1.54,3.256,1.525,105.384,1.302,4.371,1.566,100.234
802.69,60.024,695,793,111,7.144,1.539,3.248,1.522,104.743,1.303,4.368,1.566,100.212
803.7,60.024,702,786,111,7.081,1.538,3.244,1.521,104.64,1.303,4.365,1.566,100.194
804.71,30.012,714,781,111,7.036,1.538,3.238,1.521,104.752,1.3,4.368,1.566,100.188
805.72,60.024,739,773,108,7.157,1.537,3.248,1.52,104.596,1.3,4.366,1.566,100.136
806.73,30.012,773,769,102,7.539,1.541,3.234,1.519,103.583,1.3,4.366,1.566,100.204
807.73,60.024,771,761,104,7.317,1.54,3.233,1.52,103.676,1.301,4.366,1.565,100.344
808.74,60.024,734,774,103,7.515,1.54,3.233,1.52,103.575,1.302,4.37,1.566,100.324
809.74,60.024,740,781,102,7.657,1.541,3.232,1.52,103.46,1.301,4.372,1.566,100.489
810.75,60.024,717,781,102,7.657,1.539,3.228,1.519,102.779,1.3,4.369,1.566,100.342
811.76,60.024,717,793,102,7.775,1.539,3.234,1.519,102.904,1.301,4.369,1.566,100.299
812.77,60.024,708,797,100,7.97,1.539,3.23,1.52,103.241,1.301,4.37,1.565,100.371
813.77,60.024,704,798,98,8.143,1.54,3.235,1.52,103.252,1.299,4.372,1.564,100.443
814.79,60.024,701,805,98,8.214,1.54,3.235,1.52,103.135,1.3,4.371,1.564,100.45
815.8,60.024,675,810,96,8.438,1.54,3.23,1.521,102.906,1.3,4.372,1.564,100.418
816.8,60.024,685,808,98,8.245,1.538,3.225,1.521,102.914,1.299,4.372,1.564,100.359
817.8,60.024,683,808,97,8.33,1.542,3.22,1.521,103.045,1.3,4.369,1.564,100.357
818.81,60.024,660,819,100,8.19,1.543,3.211,1.52,103.253,1.302,4.366,1.564,100.394
819.82,60.024,647,808,97,8.33,1.542,3.231,1.527,105.084,1.301,4.364,1.565,100.242
820.82,60.024,667,801,98,8.173,1.541,3.229,1.526,104.839,1.301,4.366,1.565,100.233
821.84,60.024,678,811,100,8.11,1.542,3.235,1.526,105.253,1.301,4.366,1.565,100.261
822.85,59.952,676,811,98,8.276,1.541,3.24,1.526,105.188,1.301,4.368,1.564,100.378
823.85,60.024,677,815,97,8.402,1.543,3.239,1.527,105.213,1.3,4.366,1.564,100.386
824.87,60.024,648,833,97,8.588,1.545,3.238,1.527,105.344,1.3,4.362,1.563,100.213
825.88,60.024,629,826,96,8.604,1.544,3.242,1.529,106.088,1.298,4.361,1.562,100.185
826.88,60.024,653,823,100,8.23,1.544,3.252,1.528,106.79,1.298,4.363,1.563,100.35
827.89,60.024,656,821,99,8.293,1.543,3.237,1.527,105.805,1.298,4.363,1.563,100.262
828.9,59.952,650,825,100,8.25,1.544,3.239,1.528,105.774,1.3,4.364,1.563,100.352
829.9,60.024,658,815,100,8.15,1.546,3.251,1.529,106.467,1.298,4.365,1.563,100.192
830.91,59.952,620,802,100,8.02,1.544,3.268,1.531,107.665,1.3,4.363,1.564,100.17
831.91,60.024,620,791,101,7.832,1.544,3.262,1.532,107.503,1.298,4.362,1.564,100.001
832.91,60.024,637,784,105,7.467,1.543,3.274,1.529,107.659,1.297,4.363,1.564,100.067
833.93,59.952,647,792,106,7.472,1.544,3.28,1.524,106.616,1.298,4.362,1.564,100.118
834.93,60.024,641,797,105,7.59,1.548,3.286,1.525,107.424,1.299,4.364,1.564,100.192
835.93,60.024,664,807,107,7.542,1.546,3.271,1.527,107.219,1.298,4.363,1.564,100.135
836.95,59.952,666,808,109,7.413,1.546,3.272,1.528,107.241,1.298,4.363,1.564,100.245
837.96,59.952,682,814,111,7.333,1.543,3.276,1.529,107.296,1.296,4.362,1.565,100.163
838.97,20,668,815,109,7.477,1.545,3.29,1.53,107.981,1.294,4.361,1.565,100.127
839.98,29.994,669,815,111,7.342,1.546,3.293,1.533,108.72,1.293,4.363,1.566,100.223
840.98,59.952,654,806,111,7.261,1.546,3.288,1.536,108.812,1.294,4.362,1.566,100.425
842,20,669,807,111,7.27,1.548,3.299,1.538,109.458,1.295,4.362,1.566,100.525
843,59.952,674,805,108,7.454,1.549,3.282,1.539,109.327,1.295,4.361,1.565,100.621
844.01,59.952,663,798,112,7.125,1.55,3.292,1.538,109.57,1.296,4.362,1.565,100.757
845.02,60.024,678,801,113,7.088,1.55,3.289,1.539,109.51,1.297,4.361,1.565,100.674
846.04,60.024,691,799,113,7.071,1.55,3.284,1.54,109.397,1.297,4.361,1.565,100.676
847.05,60.024,706,800,117,6.838,1.551,3.293,1.543,110.038,1.295,4.361,1.565,100.592
848.05,60.024,725,794,116,6.845,1.552,3.293,1.542,110.101,1.294,4.362,1.566,100.528
849.06,60.024,732,784,115,6.817,1.552,3.296,1.543,110.066,1.296,4.361,1.566,100.535
850.08,60.024,727,786,115,6.835,1.554,3.293,1.543,109.945,1.294,4.36,1.566,100.562
851.1,60.024,734,779,116,6.716,1.552,3.293,1.544,110.091,1.294,4.361,1.566,100.816
852.1,60.024,742,771,115,6.704,1.552,3.29,1.544,110.056,1.294,4.362,1.567,100.92
853.12,59.952,746,759,117,6.487,1.551,3.288,1.542,110.214,1.293,4.361,1.568,100.857
854.12,60.024,701,776,120,6.467,1.554,3.284,1.543,110.018,1.292,4.364,1.568,100.856
855.14,59.952,700,772,116,6.655,1.556,3.277,1.544,109.875,1.293,4.366,1.568,101.018
856.15,60.024,715,772,116,6.655,1.556,3.265,1.544,109.788,1.295,4.364,1.568,101.043
857.17,60.024,727,779,119,6.546,1.557,3.269,1.545,110.303,1.294,4.366,1.568,101.074
858.17,30.012,717,779,120,6.492,1.556,3.267,1.544,110.228,1.294,4.365,1.567,101.121
859.18,59.952,737,794,116,6.845,1.556,3.262,1.544,110.102,1.294,4.367,1.568,101.051
860.18,60.024,735,781,116,6.733,1.556,3.257,1.544,109.993,1.295,4.367,1.567,101.11
861.18,60.024,711,792,117,6.769,1.556,3.26,1.544,110.126,1.292,4.369,1.568,101.081
862.2,60.024,708,792,118,6.712,1.556,3.261,1.544,110.247,1.293,4.365,1.568,100.974
863.21,60.024,737,791,119,6.647,1.554,3.258,1.545,110.012,1.295,4.363,1.568,101.166
864.21,30.012,747,789,118,6.686,1.555,3.255,1.544,109.762,1.294,4.361,1.568,101.011
865.23,30.012,772,777,119,6.529,1.557,3.252,1.546,109.799,1.296,4.359,1.569,101.067
866.25,60.024,739,778,119,6.538,1.554,3.254,1.549,110.686,1.295,4.36,1.569,100.958
867.27,59.952,749,779,118,6.602,1.554,3.256,1.549,110.754,1.294,4.362,1.57,101.064
868.28,59.952,724,790,118,6.695,1.553,3.251,1.549,110.657,1.293,4.363,1.571,100.957
869.29,59.952,703,794,117,6.786,1.553,3.243,1.552,111.236,1.294,4.364,1.57,101.009
870.3,60.024,697,794,119,6.672,1.551,3.241,1.553,111.274,1.292,4.366,1.57,100.913
871.3,59.952,741,801,119,6.731,1.553,3.239,1.552,110.612,1.291,4.368,1.569,100.852
872.32,60.024,715,801,115,6.965,1.552,3.249,1.554,111.105,1.292,4.366,1.568,100.86
873.32,59.952,727,794,115,6.904,1.555,3.252,1.552,111.115,1.29,4.365,1.569,100.877
874.33,60.024,704,793,115,6.896,1.555,3.242,1.552,111.115,1.291,4.364,1.568,100.927
875.34,60.024,686,800,115,6.957,1.553,3.219,1.555,110.807,1.289,4.365,1.567,100.898
876.35,59.952,674,807,113,7.142,1.555,3.223,1.554,110.95,1.289,4.362,1.567,101.079
877.35,60.024,706,806,112,7.196,1.554,3.228,1.554,110.84,1.291,4.362,1.567,101.105
878.35,29.994,701,811,109,7.44,1.56,3.226,1.553,110.854,1.291,4.363,1.567,101.032
879.37,59.952,712,805,109,7.385,1.56,3.226,1.553,110.854,1.291,4.366,1.568,100.971
880.37,60.024,745,792,108,7.333,1.56,3.22,1.551,110.398,1.293,4.365,1.568,101.016
881.39,59.952,777,793,109,7.275,1.561,3.221,1.55,110.328,1.294,4.362,1.568,100.897
882.4,59.952,792,801,110,7.282,1.561,3.225,1.55,110.467,1.293,4.36,1.568,100.983
883.42,60.024,763,794,110,7.218,1.563,3.219,1.552,110.363,1.294,4.359,1.568,101.073
884.43,60.024,760,795,109,7.294,1.563,3.215,1.551,110.294,1.293,4.357,1.569,101.028
885.45,60.024,740,804,108,7.444,1.565,3.227,1.55,110.458,1.293,4.359,1.569,101.107
886.46,29.994,729,805,108,7.454,1.565,3.224,1.551,110.552,1.295,4.36,1.568,101.053
887.47,59.952,726,804,108,7.444,1.565,3.221,1.552,110.563,1.293,4.361,1.568,101.074
888.47,60.024,747,801,111,7.216,1.566,3.226,1.552,110.889,1.294,4.363,1.568,101.093
889.48,59.952,769,792,112,7.071,1.562,3.248,1.555,111.009,1.295,4.364,1.569,101.19
890.48,60.024,752,787,111,7.09,1.559,3.242,1.555,110.753,1.295,4.36,1.569,101.345
891.48,60.024,750,784,112,7,1.56,3.252,1.553,110.987,1.295,4.36,1.569,101.249
892.5,59.952,749,776,111,6.991,1.561,3.245,1.551,110.867,1.297,4.361,1.569,101.446
893.51,60.024,729,779,112,6.955,1.561,3.243,1.551,110.998,1.296,4.36,1.569,101.581
894.51,29.994,716,782,113,6.92,1.56,3.246,1.552,111.218,1.298,4.361,1.57,101.742
895.51,59.952,715,777,110,7.064,1.559,3.241,1.551,111.148,1.3,4.363,1.571,101.878
896.53,59.952,701,778,109,7.138,1.559,3.24,1.551,111.131,1.301,4.361,1.57,101.798
897.54,60.024,715,785,110,7.136,1.558,3.236,1.551,111.147,1.3,4.36,1.571,101.879
898.55,59.952,709,774,109,7.101,1.56,3.239,1.551,111.13,1.298,4.36,1.572,101.825
899.55,59.952,691,770,109,7.064,1.56,3.239,1.551,111.13,1.3,4.359,1.572,101.849
900.55,59.952,702,772,110,7.018,1.56,3.242,1.546,110.638,1.303,4.359,1.571,101.93
901.57,59.952,707,777,112,6.938,1.56,3.249,1.547,110.691,1.303,4.361,1.572,102.037
902.57,29.994,724,775,112,6.92,1.561,3.252,1.547,110.793,1.302,4.359,1.572,102.012
903.59,59.952,717,777,113,6.876,1.56,3.269,1.547,110.914,1.302,4.361,1.571,102.046
904.6,60.024,722,775,113,6.858,1.563,3.268,1.546,110.925,1.303,4.361,1.571,102.13
905.61,60.024,724,774,115,6.73,1.563,3.256,1.545,110.195,1.305,4.363,1.571,102.405
906.62,60.024,722,764,117,6.53,1.564,3.262,1.546,110.341,1.305,4.365,1.57,102.465
907.63,60.024,735,756,117,6.462,1.562,3.262,1.545,110.341,1.305,4.364,1.571,102.462
908.64,60.024,745,767,118,6.5,1.563,3.262,1.545,110.373,1.305,4.367,1.571,102.392
909.64,60.024,736,771,116,6.647,1.563,3.262,1.548,110.198,1.303,4.367,1.571,102.467
910.65,60.024,740,778,116,6.707,1.564,3.259,1.55,110.969,1.302,4.369,1.571,102.368
911.65,60.024,738,788,117,6.735,1.564,3.257,1.548,110.713,1.301,4.373,1.572,102.404
912.67,60.024,731,788,118,6.678,1.564,3.266,1.547,110.752,1.303,4.373,1.571,102.423
913.68,60.024,746,781,115,6.791,1.566,3.268,1.547,110.663,1.302,4.374,1.571,102.495
914.7,59.952,765,777,115,6.757,1.568,3.271,1.546,110.739,1.301,4.373,1.571,102.514
915.7,60.024,767,767,115,6.67,1.566,3.263,1.548,110.639,1.302,4.375,1.572,102.569
916.7,29.994,760,767,118,6.5,1.568,3.261,1.548,110.719,1.303,4.376,1.572,102.706
917.72,29.994,765,754,114,6.614,1.568,3.26,1.551,110.388,1.302,4.377,1.572,102.89
918.73,59.952,758,757,112,6.759,1.567,3.274,1.553,111.034,1.301,4.377,1.571,102.951
919.73,59.952,765,761,107,7.112,1.569,3.277,1.553,110.995,1.298,4.378,1.571,102.808
920.74,59.952,801,761,106,7.179,1.567,3.277,1.553,111.18,1.297,4.378,1.57,102.899
921.74,59.952,791,766,107,7.159,1.565,3.284,1.552,111.326,1.296,4.379,1.57,102.77
922.76,60.024,778,772,104,7.423,1.562,3.287,1.554,112.104,1.296,4.379,1.57,102.903
923.77,59.952,754,760,106,7.17,1.56,3.28,1.554,112.251,1.296,4.379,1.57,102.913
924.78,60.024,765,757,104,7.279,1.558,3.281,1.554,112.006,1.296,4.379,1.571,103.009
925.79,60.024,751,760,105,7.238,1.559,3.281,1.554,111.917,1.296,4.38,1.571,103
926.81,60.024,720,770,105,7.333,1.562,3.304,1.557,113.103,1.296,4.381,1.571,102.986
927.83,60.024,728,772,102,7.569,1.563,3.318,1.557,113.083,1.297,4.38,1.57,103.089
928.84,59.952,699,773,102,7.578,1.563,3.318,1.557,113.083,1.296,4.383,1.57,103.027
929.84,60.024,695,773,107,7.224,1.563,3.326,1.557,113.24,1.298,4.382,1.57,103.023
930.85,60.024,700,780,104,7.5,1.563,3.323,1.557,113.103,1.298,4.383,1.569,102.901
931.85,60.024,662,785,103,7.621,1.563,3.323,1.558,112.993,1.298,4.382,1.569,102.935
932.86,60.024,670,781,105,7.438,1.564,3.316,1.559,113.016,1.299,4.38,1.57,102.913
933.87,59.952,660,780,104,7.5,1.565,3.329,1.559,113.005,1.3,4.379,1.571,102.922
934.88,59.952,641,781,102,7.657,1.566,3.328,1.558,113.083,1.299,4.381,1.571,102.871
935.88,59.952,685,779,102,7.637,1.565,3.335,1.562,112.849,1.298,4.379,1.572,102.87
936.89,60.024,661,776,105,7.39,1.566,3.324,1.562,112.681,1.299,4.38,1.572,103.062
937.9,59.952,660,773,107,7.224,1.565,3.331,1.562,112.579,1.3,4.38,1.573,103.006
938.91,60.024,645,769,106,7.255,1.57,3.334,1.56,112.888,1.3,4.382,1.574,103.08
939.92,60.024,637,775,106,7.311,1.57,3.334,1.56,112.888,1.3,4.383,1.574,103.055
940.94,60.024,674,769,106,7.255,1.57,3.334,1.56,112.888,1.3,4.382,1.574,103.047
941.96,60.024,686,783,109,7.183,1.568,3.348,1.56,112.818,1.301,4.384,1.574,103.163
942.96,60.024,681,782,107,7.308,1.57,3.349,1.56,112.793,1.3,4.388,1.573,103.213
943.96,60.024,677,778,106,7.34,1.57,3.349,1.558,112.78,1.299,4.391,1.574,103.176
944.96,60.024,667,777,106,7.33,1.569,3.332,1.557,112.794,1.299,4.392,1.574,102.998
945.97,60.024,668,782,104,7.519,1.57,3.325,1.556,112.888,1.3,4.394,1.574,103.095
946.97,29.994,673,789,103,7.66,1.571,3.33,1.555,113.133,1.3,4.395,1.574,103.094
947.98,29.994,672,799,108,7.398,1.57,3.337,1.555,113.277,1.299,4.396,1.574,103.065
948.98,60.024,667,801,106,7.557,1.57,3.32,1.553,112.971,1.3,4.396,1.574,103.237
950,60.024,671,789,104,7.587,1.57,3.32,1.554,112.828,1.301,4.396,1.574,103.267
951,30.012,680,787,106,7.425,1.57,3.317,1.555,112.853,1.3,4.396,1.574,102.991
952.01,60.024,675,790,105,7.524,1.571,3.304,1.555,112.537,1.299,4.395,1.574,102.855
953.01,60.024,668,799,103,7.757,1.571,3.294,1.554,112.505,1.299,4.397,1.574,102.627
954.01,60.024,671,800,103,7.767,1.571,3.294,1.553,112.616,1.3,4.398,1.575,102.649
955.01,60.024,681,798,103,7.748,1.571,3.294,1.554,112.616,1.299,4.398,1.575,102.651
956.03,60.024,688,796,105,7.581,1.571,3.297,1.555,112.742,1.3,4.401,1.575,102.743
957.03,60.024,712,788,106,7.434,1.573,3.287,1.555,112.658,1.301,4.4,1.575,102.714
958.04,60.024,692,786,105,7.486,1.574,3.293,1.555,112.655,1.301,4.4,1.574,102.852
959.05,60.024,702,789,106,7.443,1.576,3.29,1.553,112.465,1.302,4.4,1.574,102.876
960.06,60.024,701,789,109,7.239,1.575,3.285,1.552,112.522,1.303,4.402,1.574,102.834
961.07,60.024,696,787,109,7.22,1.572,3.285,1.552,112.522,1.302,4.401,1.574,102.838
962.07,60.024,703,782,109,7.174,1.571,3.287,1.55,112.638,1.302,4.402,1.574,102.935
963.08,60.024,679,781,111,7.036,1.57,3.262,1.549,111.614,1.303,4.404,1.573,103.129
964.08,60.024,691,780,109,7.156,1.57,3.264,1.55,111.462,1.303,4.404,1.573,103.017
965.09,60.024,707,775,110,7.045,1.57,3.257,1.549,111.269,1.302,4.404,1.574,102.952
966.09,60.024,736,774,110,7.036,1.571,3.235,1.55,111.382,1.3,4.404,1.573,102.769
967.1,60.024,716,773,111,6.964,1.571,3.239,1.551,111.397,1.299,4.403,1.574,102.808
968.11,60.024,711,770,113,6.814,1.572,3.241,1.552,111.547,1.3,4.404,1.574,102.833
969.11,60.024,707,786,116,6.776,1.572,3.225,1.551,111.231,1.299,4.403,1.574,102.814
970.12,60.024,722,781,114,6.851,1.573,3.225,1.553,111.48,1.299,4.404,1.574,102.81
971.13,60.024,760,772,113,6.832,1.577,3.216,1.553,111.264,1.299,4.403,1.574,102.927
972.14,60.024,754,772,115,6.713,1.578,3.218,1.553,111.414,1.3,4.402,1.574,103.107
973.14,60.024,761,768,115,6.678,1.579,3.21,1.555,111.314,1.3,4.401,1.574,103.027
974.15,60.024,773,770,115,6.696,1.578,3.207,1.555,111.314,1.3,4.404,1.575,102.99
975.16,60.024,793,765,116,6.595,1.578,3.211,1.556,111.447,1.3,4.405,1.573,103.038
976.17,60.024,803,764,116,6.586,1.579,3.216,1.553,111.969,1.299,4.404,1.573,103.043
977.17,60.024,784,768,116,6.621,1.579,3.23,1.553,112.155,1.299,4.403,1.572,103.077
978.19,30.012,802,761,114,6.675,1.58,3.226,1.554,111.797,1.299,4.403,1.572,102.922
979.2,60.024,810,766,115,6.661,1.579,3.236,1.555,111.986,1.298,4.404,1.572,102.78
980.21,60.024,835,764,115,6.643,1.579,3.228,1.555,111.986,1.299,4.404,1.573,102.696
981.22,60.024,816,760,114,6.667,1.578,3.221,1.555,111.867,1.298,4.402,1.573,102.67
982.23,29.994,827,759,112,6.777,1.579,3.219,1.553,112.06,1.297,4.403,1.572,102.51
983.23,60.024,846,766,110,6.964,1.58,3.241,1.555,112.738,1.297,4.404,1.571,102.471
984.25,60.024,864,764,110,6.945,1.58,3.237,1.555,112.508,1.296,4.406,1.571,102.32
985.26,60.024,874,762,112,6.804,1.58,3.25,1.553,112.731,1.298,4.408,1.572,102.597
986.28,60.024,894,755,113,6.681,1.58,3.26,1.552,112.542,1.298,4.406,1.572,102.578
987.29,59.952,904,759,114,6.658,1.58,3.272,1.552,112.656,1.298,4.408,1.572,102.724
988.29,60.024,907,758,113,6.708,1.578,3.263,1.554,112.542,1.296,4.408,1.572,102.473
989.31,59.952,862,758,118,6.424,1.575,3.277,1.551,112.395,1.297,4.41,1.572,102.525
990.31,59.952,845,764,118,6.475,1.575,3.285,1.551,112.299,1.299,4.41,1.572,102.8
991.32,29.994,850,756,117,6.462,1.575,3.288,1.55,112.097,1.301,4.411,1.572,102.955
992.34,60.024,808,772,116,6.655,1.575,3.285,1.55,111.971,1.301,4.413,1.572,102.931
993.34,59.952,805,777,117,6.641,1.575,3.293,1.55,112.185,1.302,4.413,1.572,103.13
994.35,59.952,823,773,118,6.551,1.575,3.285,1.551,112.202,1.301,4.416,1.572,103.274
995.36,60.024,824,768,116,6.621,1.575,3.276,1.551,112.267,1.301,4.416,1.572,103.281
996.36,59.952,839,762,119,6.403,1.573,3.267,1.553,111.931,1.301,4.416,1.573,103.333
997.36,59.952,824,767,119,6.445,1.573,3.275,1.553,112.036,1.302,4.416,1.572,103.326
998.38,60.024,816,772,115,6.713,1.573,3.279,1.553,111.863,1.303,4.416,1.572,103.339
999.39,60.024,807,776,113,6.867,1.572,3.276,1.553,111.549,1.303,4.413,1.572,103.326
1000.4,60.024,782,772,115,6.713,1.573,3.28,1.551,111.903,1.306,4.416,1.572,103.608
1001.4,29.994,790,775,114,6.798,1.574,3.285,1.55,111.983,1.306,4.417,1.572,103.523
1002.4,59.952,769,771,113,6.823,1.574,3.282,1.55,111.974,1.304,4.417,1.571,103.289
1003.41,60.024,764,770,112,6.875,1.574,3.282,1.55,111.852,1.302,4.418,1.571,103.104
1004.41,59.952,763,764,113,6.761,1.576,3.275,1.549,111.582,1.301,4.416,1.571,102.904
1005.41,29.994,741,759,110,6.9,1.577,3.27,1.55,111.263,1.302,4.416,1.572,103.013
1006.42,60.024,730,765,113,6.77,1.576,3.281,1.551,111.339,1.302,4.416,1.572,102.979
1007.43,59.952,734,762,111,6.865,1.576,3.295,1.549,110.99,1.302,4.417,1.572,102.815
1008.44,60.024,738,759,111,6.838,1.577,3.307,1.549,110.865,1.301,4.417,1.571,102.883
1009.45,29.994,741,758,109,6.954,1.575,3.304,1.55,111.003,1.301,4.418,1.571,102.871
1010.46,60.024,744,758,111,6.829,1.574,3.296,1.55,111.06,1.299,4.418,1.57,102.864
1011.47,60.024,722,765,112,6.83,1.574,3.296,1.551,110.986,1.299,4.419,1.57,102.784
1012.48,60.024,758,773,114,6.781,1.575,3.313,1.548,111.242,1.299,4.42,1.57,102.89
1013.49,60.024,766,769,111,6.928,1.577,3.318,1.552,112.274,1.298,4.416,1.57,102.807
1014.51,60.024,773,774,107,7.234,1.578,3.333,1.552,112.811,1.298,4.416,1.57,102.925
1015.51,60.024,760,782,107,7.308,1.578,3.314,1.552,112.61,1.299,4.415,1.57,102.936
1016.51,30.012,733,778,106,7.34,1.578,3.314,1.552,112.703,1.301,4.413,1.569,102.821
1017.52,60.024,701,781,104,7.51,1.578,3.303,1.553,112.894,1.3,4.413,1.569,102.805
1018.54,60.024,679,783,105,7.457,1.576,3.3,1.555,112.798,1.301,4.414,1.57,103.214
1019.56,59.952,647,783,105,7.457,1.576,3.293,1.554,112.917,1.301,4.414,1.57,103.274
1020.56,60.024,652,784,102,7.686,1.574,3.281,1.553,112.78,1.301,4.415,1.57,103.275
1021.57,60.024,662,786,102,7.706,1.574,3.281,1.553,112.78,1.301,4.416,1.569,103.357
1022.58,59.952,699,782,102,7.667,1.574,3.281,1.553,112.78,1.302,4.414,1.569,103.568
1023.58,29.994,713,775,106,7.311,1.575,3.255,1.552,112.735,1.304,4.414,1.569,103.572
1024.6,59.952,706,771,104,7.413,1.575,3.251,1.553,112.51,1.305,4.412,1.568,103.598
1025.6,59.952,723,778,105,7.41,1.575,3.262,1.553,112.96,1.305,4.413,1.569,103.489
1026.61,59.952,734,774,105,7.371,1.574,3.277,1.553,113.056,1.305,4.413,1.569,103.595
1027.63,60.024,715,779,107,7.28,1.574,3.281,1.554,113.301,1.305,4.413,1.569,103.483
1028.64,59.952,729,775,107,7.243,1.574,3.287,1.557,113.301,1.307,4.414,1.569,103.667
1029.67,60.024,726,788,104,7.577,1.572,3.279,1.557,112.936,1.305,4.414,1.57,103.692
1030.68,60.024,740,793,102,7.775,1.573,3.275,1.558,113.013,1.305,4.416,1.569,103.652
1031.7,59.952,748,802,104,7.712,1.573,3.275,1.556,112.925,1.305,4.415,1.57,103.682
1032.7,29.994,742,795,102,7.794,1.573,3.269,1.555,112.901,1.304,4.415,1.57,103.67
1033.71,59.952,744,797,103,7.738,1.572,3.26,1.559,112.801,1.302,4.417,1.57,103.471
1034.73,60.024,720,792,103,7.689,1.571,3.237,1.562,111.823,1.303,4.418,1.57,103.393
1035.73,60.024,730,796,103,7.728,1.572,3.237,1.562,111.823,1.303,4.419,1.571,103.239
